Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry
03-Oct-2016,750,9000,28-Dec-2017,03-Oct-2016,340,10000,28-Dec-2017,03-Oct-2016,199.9,11000,28-Dec-2017,,,,,,,,,,,,,03-Oct-2016,575.25,9000,29-Jun-2017,03-Oct-2016,211.1,10000,29-Jun-2017,03-Oct-2016,61.35,11000,29-Jun-2017,06-Oct-2016,318.85,9000,30-Mar-2017,06-Oct-2016,59.95,10000,30-Mar-2017,18-Jan-2017,0,11000,30-Mar-2017
04-Oct-2016,777.85,9000,28-Dec-2017,04-Oct-2016,340,10000,28-Dec-2017,04-Oct-2016,112.6,11000,28-Dec-2017,,,,,,,,,,,,,04-Oct-2016,579.6,9000,29-Jun-2017,04-Oct-2016,208.35,10000,29-Jun-2017,04-Oct-2016,58.45,11000,29-Jun-2017,07-Oct-2016,309.9,9000,30-Mar-2017,07-Oct-2016,49,10000,30-Mar-2017,19-Jan-2017,0.65,11000,30-Mar-2017
05-Oct-2016,772.9,9000,28-Dec-2017,05-Oct-2016,331,10000,28-Dec-2017,05-Oct-2016,101,11000,28-Dec-2017,,,,,,,,,,,,,05-Oct-2016,545.65,9000,29-Jun-2017,05-Oct-2016,186.65,10000,29-Jun-2017,05-Oct-2016,48.8,11000,29-Jun-2017,10-Oct-2016,302.15,9000,30-Mar-2017,10-Oct-2016,60.1,10000,30-Mar-2017,20-Jan-2017,0.55,11000,30-Mar-2017
06-Oct-2016,732.1,9000,28-Dec-2017,06-Oct-2016,316,10000,28-Dec-2017,06-Oct-2016,109,11000,28-Dec-2017,,,,,,,,,,,,,06-Oct-2016,512.85,9000,29-Jun-2017,06-Oct-2016,167.1,10000,29-Jun-2017,06-Oct-2016,40.75,11000,29-Jun-2017,13-Oct-2016,245.6,9000,30-Mar-2017,13-Oct-2016,57.35,10000,30-Mar-2017,23-Jan-2017,0.75,11000,30-Mar-2017
07-Oct-2016,749.9,9000,28-Dec-2017,07-Oct-2016,309.3,10000,28-Dec-2017,07-Oct-2016,101,11000,28-Dec-2017,,,,,,,,,,,,,07-Oct-2016,490.9,9000,29-Jun-2017,07-Oct-2016,151.85,10000,29-Jun-2017,07-Oct-2016,34.45,11000,29-Jun-2017,14-Oct-2016,242.35,9000,30-Mar-2017,14-Oct-2016,35,10000,30-Mar-2017,24-Jan-2017,1.1,11000,30-Mar-2017
10-Oct-2016,755,9000,28-Dec-2017,10-Oct-2016,310,10000,28-Dec-2017,10-Oct-2016,101,11000,28-Dec-2017,,,,,,,,,,,,,10-Oct-2016,399,9000,29-Jun-2017,10-Oct-2016,141.4,10000,29-Jun-2017,10-Oct-2016,29.75,11000,29-Jun-2017,17-Oct-2016,207.3,9000,30-Mar-2017,17-Oct-2016,32,10000,30-Mar-2017,25-Jan-2017,0.85,11000,30-Mar-2017
13-Oct-2016,669.3,9000,28-Dec-2017,13-Oct-2016,264.1,10000,28-Dec-2017,13-Oct-2016,90.05,11000,28-Dec-2017,,,,,,,,,,,,,13-Oct-2016,441.3,9000,29-Jun-2017,13-Oct-2016,138.2,10000,29-Jun-2017,13-Oct-2016,32.9,11000,29-Jun-2017,18-Oct-2016,262.7,9000,30-Mar-2017,18-Oct-2016,32.25,10000,30-Mar-2017,27-Jan-2017,1.45,11000,30-Mar-2017
14-Oct-2016,670.25,9000,28-Dec-2017,14-Oct-2016,280,10000,28-Dec-2017,14-Oct-2016,100,11000,28-Dec-2017,,,,,,,,,,,,,14-Oct-2016,431.45,9000,29-Jun-2017,14-Oct-2016,129.45,10000,29-Jun-2017,14-Oct-2016,28.85,11000,29-Jun-2017,19-Oct-2016,260.4,9000,30-Mar-2017,19-Oct-2016,34.9,10000,30-Mar-2017,30-Jan-2017,1.75,11000,30-Mar-2017
17-Oct-2016,625,9000,28-Dec-2017,17-Oct-2016,245,10000,28-Dec-2017,17-Oct-2016,91,11000,28-Dec-2017,,,,,,,,,,,,,17-Oct-2016,392.55,9000,29-Jun-2017,17-Oct-2016,112.15,10000,29-Jun-2017,17-Oct-2016,23.6,11000,29-Jun-2017,20-Oct-2016,275,9000,30-Mar-2017,20-Oct-2016,35,10000,30-Mar-2017,31-Jan-2017,1.05,11000,30-Mar-2017
18-Oct-2016,705,9000,28-Dec-2017,18-Oct-2016,278.25,10000,28-Dec-2017,18-Oct-2016,100,11000,28-Dec-2017,,,,,,,,,,,,,18-Oct-2016,529.25,9000,29-Jun-2017,18-Oct-2016,190.7,10000,29-Jun-2017,18-Oct-2016,54.7,11000,29-Jun-2017,21-Oct-2016,266.5,9000,30-Mar-2017,21-Oct-2016,32,10000,30-Mar-2017,01-Feb-2017,1.45,11000,30-Mar-2017
19-Oct-2016,706.5,9000,28-Dec-2017,19-Oct-2016,270.8,10000,28-Dec-2017,19-Oct-2016,171.6,11000,28-Dec-2017,,,,,,,,,,,,,19-Oct-2016,504,9000,29-Jun-2017,19-Oct-2016,173.55,10000,29-Jun-2017,19-Oct-2016,46.65,11000,29-Jun-2017,24-Oct-2016,271.8,9000,30-Mar-2017,24-Oct-2016,40,10000,30-Mar-2017,02-Feb-2017,0.85,11000,30-Mar-2017
20-Oct-2016,744,9000,28-Dec-2017,20-Oct-2016,283.8,10000,28-Dec-2017,20-Oct-2016,100,11000,28-Dec-2017,,,,,,,,,,,,,20-Oct-2016,514.2,9000,29-Jun-2017,20-Oct-2016,174.3,10000,29-Jun-2017,20-Oct-2016,45.5,11000,29-Jun-2017,25-Oct-2016,268.45,9000,30-Mar-2017,25-Oct-2016,36,10000,30-Mar-2017,03-Feb-2017,0.85,11000,30-Mar-2017
21-Oct-2016,734.9,9000,28-Dec-2017,21-Oct-2016,284.6,10000,28-Dec-2017,21-Oct-2016,95.05,11000,28-Dec-2017,,,,,,,,,,,,,21-Oct-2016,495.85,9000,29-Jun-2017,21-Oct-2016,160.3,10000,29-Jun-2017,21-Oct-2016,39.15,11000,29-Jun-2017,26-Oct-2016,230.1,9000,30-Mar-2017,26-Oct-2016,30.25,10000,30-Mar-2017,06-Feb-2017,0.95,11000,30-Mar-2017
24-Oct-2016,743.95,9000,28-Dec-2017,24-Oct-2016,295,10000,28-Dec-2017,24-Oct-2016,95,11000,28-Dec-2017,,,,,,,,,,,,,24-Oct-2016,487.3,9000,29-Jun-2017,24-Oct-2016,150.9,10000,29-Jun-2017,24-Oct-2016,34.4,11000,29-Jun-2017,27-Oct-2016,216,9000,30-Mar-2017,27-Oct-2016,25.5,10000,30-Mar-2017,07-Feb-2017,0,11000,30-Mar-2017
25-Oct-2016,715.7,9000,28-Dec-2017,25-Oct-2016,270.85,10000,28-Dec-2017,25-Oct-2016,90,11000,28-Dec-2017,,,,,,,,,,,,,25-Oct-2016,463.6,9000,29-Jun-2017,25-Oct-2016,136,10000,29-Jun-2017,25-Oct-2016,28.65,11000,29-Jun-2017,28-Oct-2016,229,9000,30-Mar-2017,28-Oct-2016,28.05,10000,30-Mar-2017,08-Feb-2017,1,11000,30-Mar-2017
26-Oct-2016,665,9000,28-Dec-2017,26-Oct-2016,250,10000,28-Dec-2017,26-Oct-2016,83.05,11000,28-Dec-2017,,,,,,,,,,,,,26-Oct-2016,423.95,9000,29-Jun-2017,26-Oct-2016,120.65,10000,29-Jun-2017,26-Oct-2016,24.75,11000,29-Jun-2017,30-Oct-2016,242.9,9000,30-Mar-2017,30-Oct-2016,31.1,10000,30-Mar-2017,09-Feb-2017,0,11000,30-Mar-2017
27-Oct-2016,657.5,9000,28-Dec-2017,27-Oct-2016,246,10000,28-Dec-2017,27-Oct-2016,80,11000,28-Dec-2017,,,,,,,,,,,,,27-Oct-2016,409.7,9000,29-Jun-2017,27-Oct-2016,110.6,10000,29-Jun-2017,27-Oct-2016,20.9,11000,29-Jun-2017,01-Nov-2016,230,9000,30-Mar-2017,01-Nov-2016,25,10000,30-Mar-2017,10-Feb-2017,0.65,11000,30-Mar-2017
28-Oct-2016,656.05,9000,28-Dec-2017,28-Oct-2016,240.5,10000,28-Dec-2017,28-Oct-2016,80,11000,28-Dec-2017,,,,,,,,,,,,,28-Oct-2016,409.55,9000,29-Jun-2017,28-Oct-2016,106.75,10000,29-Jun-2017,28-Oct-2016,19,11000,29-Jun-2017,02-Nov-2016,191,9000,30-Mar-2017,02-Nov-2016,22,10000,30-Mar-2017,13-Feb-2017,0.7,11000,30-Mar-2017
30-Oct-2016,657,9000,28-Dec-2017,30-Oct-2016,267.1,10000,28-Dec-2017,30-Oct-2016,68.8,11000,28-Dec-2017,,,,,,,,,,,,,30-Oct-2016,388.4,9000,29-Jun-2017,30-Oct-2016,94.65,10000,29-Jun-2017,30-Oct-2016,15.2,11000,29-Jun-2017,03-Nov-2016,173.4,9000,30-Mar-2017,03-Nov-2016,16.15,10000,30-Mar-2017,14-Feb-2017,1,11000,30-Mar-2017
01-Nov-2016,651.9,9000,28-Dec-2017,01-Nov-2016,228.75,10000,28-Dec-2017,01-Nov-2016,79.1,11000,28-Dec-2017,,,,,,,,,,,,,01-Nov-2016,373.6,9000,29-Jun-2017,01-Nov-2016,85.3,10000,29-Jun-2017,01-Nov-2016,12.4,11000,29-Jun-2017,04-Nov-2016,151.05,9000,30-Mar-2017,04-Nov-2016,16,10000,30-Mar-2017,15-Feb-2017,1.3,11000,30-Mar-2017
02-Nov-2016,588.4,9000,28-Dec-2017,02-Nov-2016,207.45,10000,28-Dec-2017,02-Nov-2016,57,11000,28-Dec-2017,,,,,,,,,,,,,02-Nov-2016,342.95,9000,29-Jun-2017,02-Nov-2016,82.75,10000,29-Jun-2017,02-Nov-2016,13.55,11000,29-Jun-2017,07-Nov-2016,160.45,9000,30-Mar-2017,07-Nov-2016,18.7,10000,30-Mar-2017,16-Feb-2017,1,11000,30-Mar-2017
03-Nov-2016,566.3,9000,28-Dec-2017,03-Nov-2016,205.45,10000,28-Dec-2017,03-Nov-2016,66.45,11000,28-Dec-2017,,,,,,,,,,,,,03-Nov-2016,318.6,9000,29-Jun-2017,03-Nov-2016,71.75,10000,29-Jun-2017,03-Nov-2016,10.7,11000,29-Jun-2017,08-Nov-2016,168.35,9000,30-Mar-2017,08-Nov-2016,18.5,10000,30-Mar-2017,17-Feb-2017,1.15,11000,30-Mar-2017
04-Nov-2016,519.2,9000,28-Dec-2017,04-Nov-2016,181.05,10000,28-Dec-2017,04-Nov-2016,55,11000,28-Dec-2017,,,,,,,,,,,,,04-Nov-2016,290.8,9000,29-Jun-2017,04-Nov-2016,61.9,10000,29-Jun-2017,04-Nov-2016,8.6,11000,29-Jun-2017,09-Nov-2016,136.15,9000,30-Mar-2017,09-Nov-2016,14.95,10000,30-Mar-2017,20-Feb-2017,0.85,11000,30-Mar-2017
07-Nov-2016,542,9000,28-Dec-2017,07-Nov-2016,205,10000,28-Dec-2017,07-Nov-2016,60,11000,28-Dec-2017,,,,,,,,,,,,,07-Nov-2016,315.95,9000,29-Jun-2017,07-Nov-2016,69.4,10000,29-Jun-2017,07-Nov-2016,9.9,11000,29-Jun-2017,10-Nov-2016,159.35,9000,30-Mar-2017,10-Nov-2016,20.8,10000,30-Mar-2017,21-Feb-2017,0.7,11000,30-Mar-2017
08-Nov-2016,561.2,9000,28-Dec-2017,08-Nov-2016,195,10000,28-Dec-2017,08-Nov-2016,55,11000,28-Dec-2017,,,,,,,,,,,,,08-Nov-2016,331.85,9000,29-Jun-2017,08-Nov-2016,73,10000,29-Jun-2017,08-Nov-2016,10.3,11000,29-Jun-2017,11-Nov-2016,107.65,9000,30-Mar-2017,11-Nov-2016,15,10000,30-Mar-2017,22-Feb-2017,0.85,11000,30-Mar-2017
09-Nov-2016,500,9000,28-Dec-2017,09-Nov-2016,180.7,10000,28-Dec-2017,09-Nov-2016,64.95,11000,28-Dec-2017,,,,,,,,,,,,,09-Nov-2016,304.05,9000,29-Jun-2017,09-Nov-2016,70.5,10000,29-Jun-2017,09-Nov-2016,11.15,11000,29-Jun-2017,15-Nov-2016,70.9,9000,30-Mar-2017,15-Nov-2016,15,10000,30-Mar-2017,23-Feb-2017,0.95,11000,30-Mar-2017
10-Nov-2016,545,9000,28-Dec-2017,10-Nov-2016,197.65,10000,28-Dec-2017,10-Nov-2016,60,11000,28-Dec-2017,,,,,,,,,,,,,10-Nov-2016,358.25,9000,29-Jun-2017,10-Nov-2016,92.65,10000,29-Jun-2017,10-Nov-2016,16.9,11000,29-Jun-2017,16-Nov-2016,66.05,9000,30-Mar-2017,16-Nov-2016,11.1,10000,30-Mar-2017,27-Feb-2017,0.6,11000,30-Mar-2017
11-Nov-2016,446.8,9000,28-Dec-2017,11-Nov-2016,163,10000,28-Dec-2017,11-Nov-2016,64.9,11000,28-Dec-2017,,,,,,,,,,,,,11-Nov-2016,367.35,9000,29-Jun-2017,11-Nov-2016,140,10000,29-Jun-2017,11-Nov-2016,36.35,11000,29-Jun-2017,17-Nov-2016,60.15,9000,30-Mar-2017,17-Nov-2016,10.45,10000,30-Mar-2017,28-Feb-2017,0.4,11000,30-Mar-2017
15-Nov-2016,359.05,9000,28-Dec-2017,15-Nov-2016,120,10000,28-Dec-2017,15-Nov-2016,45.95,11000,28-Dec-2017,,,,,,,,,,,,,15-Nov-2016,193,9000,29-Jun-2017,15-Nov-2016,126.1,10000,29-Jun-2017,15-Nov-2016,40.6,11000,29-Jun-2017,18-Nov-2016,55.3,9000,30-Mar-2017,18-Nov-2016,10.5,10000,30-Mar-2017,01-Mar-2017,0.5,11000,30-Mar-2017
16-Nov-2016,349.45,9000,28-Dec-2017,16-Nov-2016,120,10000,28-Dec-2017,16-Nov-2016,37,11000,28-Dec-2017,,,,,,,,,,,,,16-Nov-2016,321.6,9000,29-Jun-2017,16-Nov-2016,44,10000,29-Jun-2017,16-Nov-2016,34.6,11000,29-Jun-2017,21-Nov-2016,39.7,9000,30-Mar-2017,21-Nov-2016,10,10000,30-Mar-2017,02-Mar-2017,0.35,11000,30-Mar-2017
17-Nov-2016,329.7,9000,28-Dec-2017,17-Nov-2016,103.6,10000,28-Dec-2017,17-Nov-2016,35.5,11000,28-Dec-2017,,,,,,,,,,,,,17-Nov-2016,294.4,9000,29-Jun-2017,17-Nov-2016,99,10000,29-Jun-2017,17-Nov-2016,28.1,11000,29-Jun-2017,22-Nov-2016,40.75,9000,30-Mar-2017,22-Nov-2016,10.5,10000,30-Mar-2017,03-Mar-2017,0.4,11000,30-Mar-2017
18-Nov-2016,326,9000,28-Dec-2017,18-Nov-2016,111.7,10000,28-Dec-2017,18-Nov-2016,38,11000,28-Dec-2017,,,,,,,,,,,,,18-Nov-2016,275.95,9000,29-Jun-2017,18-Nov-2016,87.95,10000,29-Jun-2017,18-Nov-2016,23.3,11000,29-Jun-2017,23-Nov-2016,41.15,9000,30-Mar-2017,23-Nov-2016,21.8,10000,30-Mar-2017,06-Mar-2017,0.35,11000,30-Mar-2017
21-Nov-2016,263.85,9000,28-Dec-2017,21-Nov-2016,87.9,10000,28-Dec-2017,21-Nov-2016,28,11000,28-Dec-2017,,,,,,,,,,,,,21-Nov-2016,249.15,9000,29-Jun-2017,21-Nov-2016,81.55,10000,29-Jun-2017,21-Nov-2016,22.7,11000,29-Jun-2017,24-Nov-2016,34.65,9000,30-Mar-2017,24-Nov-2016,10,10000,30-Mar-2017,07-Mar-2017,0.35,11000,30-Mar-2017
22-Nov-2016,283.55,9000,28-Dec-2017,22-Nov-2016,86.45,10000,28-Dec-2017,22-Nov-2016,32.95,11000,28-Dec-2017,,,,,,,,,,,,,22-Nov-2016,267.55,9000,29-Jun-2017,22-Nov-2016,88.2,10000,29-Jun-2017,22-Nov-2016,24.6,11000,29-Jun-2017,25-Nov-2016,43.2,9000,30-Mar-2017,25-Nov-2016,8.9,10000,30-Mar-2017,08-Mar-2017,0.35,11000,30-Mar-2017
23-Nov-2016,282.95,9000,28-Dec-2017,23-Nov-2016,92.6,10000,28-Dec-2017,23-Nov-2016,30,11000,28-Dec-2017,,,,,,,,,,,,,23-Nov-2016,263.35,9000,29-Jun-2017,23-Nov-2016,83.8,10000,29-Jun-2017,23-Nov-2016,22.25,11000,29-Jun-2017,28-Nov-2016,47.85,9000,30-Mar-2017,28-Nov-2016,9,10000,30-Mar-2017,09-Mar-2017,0.4,11000,30-Mar-2017
24-Nov-2016,266.25,9000,28-Dec-2017,24-Nov-2016,81,10000,28-Dec-2017,24-Nov-2016,29.95,11000,28-Dec-2017,,,,,,,,,,,,,24-Nov-2016,234.45,9000,29-Jun-2017,24-Nov-2016,71.1,10000,29-Jun-2017,24-Nov-2016,17.9,11000,29-Jun-2017,29-Nov-2016,49.1,9000,30-Mar-2017,29-Nov-2016,9.95,10000,30-Mar-2017,10-Mar-2017,0.45,11000,30-Mar-2017
25-Nov-2016,302.45,9000,28-Dec-2017,25-Nov-2016,94.9,10000,28-Dec-2017,25-Nov-2016,25,11000,28-Dec-2017,,,,,,,,,,,,,25-Nov-2016,312.75,9000,29-Jun-2017,25-Nov-2016,109.35,10000,29-Jun-2017,25-Nov-2016,32.6,11000,29-Jun-2017,30-Nov-2016,57.95,9000,30-Mar-2017,30-Nov-2016,8.95,10000,30-Mar-2017,14-Mar-2017,0.45,11000,30-Mar-2017
28-Nov-2016,315,9000,28-Dec-2017,28-Nov-2016,94.85,10000,28-Dec-2017,28-Nov-2016,136.75,11000,28-Dec-2017,,,,,,,,,,,,,28-Nov-2016,298.6,9000,29-Jun-2017,28-Nov-2016,99.2,10000,29-Jun-2017,28-Nov-2016,27.65,11000,29-Jun-2017,01-Dec-2016,52.4,9000,30-Mar-2017,01-Dec-2016,7.5,10000,30-Mar-2017,15-Mar-2017,0.5,11000,30-Mar-2017
29-Nov-2016,316.5,9000,28-Dec-2017,29-Nov-2016,91.4,10000,28-Dec-2017,29-Nov-2016,125.8,11000,28-Dec-2017,,,,,,,,,,,,,29-Nov-2016,288.15,9000,29-Jun-2017,29-Nov-2016,91.6,10000,29-Jun-2017,29-Nov-2016,24.05,11000,29-Jun-2017,02-Dec-2016,45.15,9000,30-Mar-2017,02-Dec-2016,6.45,10000,30-Mar-2017,16-Mar-2017,0.4,11000,30-Mar-2017
30-Nov-2016,364.85,9000,28-Dec-2017,30-Nov-2016,108,10000,28-Dec-2017,30-Nov-2016,137.4,11000,28-Dec-2017,,,,,,,,,,,,,30-Nov-2016,316.75,9000,29-Jun-2017,30-Nov-2016,27.25,10000,29-Jun-2017,30-Nov-2016,27.65,11000,29-Jun-2017,05-Dec-2016,49.45,9000,30-Mar-2017,05-Dec-2016,5.55,10000,30-Mar-2017,17-Mar-2017,0.5,11000,30-Mar-2017
01-Dec-2016,346,9000,28-Dec-2017,01-Dec-2016,95.65,10000,28-Dec-2017,01-Dec-2016,120.6,11000,28-Dec-2017,,,,,,,,,,,,,01-Dec-2016,290.25,9000,29-Jun-2017,01-Dec-2016,89.1,10000,29-Jun-2017,01-Dec-2016,22.2,11000,29-Jun-2017,06-Dec-2016,45.9,9000,30-Mar-2017,06-Dec-2016,7,10000,30-Mar-2017,20-Mar-2017,0.55,11000,30-Mar-2017
02-Dec-2016,315.4,9000,28-Dec-2017,02-Dec-2016,89.9,10000,28-Dec-2017,02-Dec-2016,111.2,11000,28-Dec-2017,,,,,,,,,,,,,02-Dec-2016,258.7,9000,29-Jun-2017,02-Dec-2016,28,10000,29-Jun-2017,02-Dec-2016,19.3,11000,29-Jun-2017,07-Dec-2016,40,9000,30-Mar-2017,07-Dec-2016,11,10000,30-Mar-2017,21-Mar-2017,0.5,11000,30-Mar-2017
05-Dec-2016,327.55,9000,28-Dec-2017,05-Dec-2016,90,10000,28-Dec-2017,05-Dec-2016,106.5,11000,28-Dec-2017,,,,,,,,,,,,,05-Dec-2016,258.35,9000,29-Jun-2017,05-Dec-2016,75.25,10000,29-Jun-2017,05-Dec-2016,17.65,11000,29-Jun-2017,08-Dec-2016,49.5,9000,30-Mar-2017,08-Dec-2016,23.35,10000,30-Mar-2017,22-Mar-2017,0.45,11000,30-Mar-2017
06-Dec-2016,324.7,9000,28-Dec-2017,06-Dec-2016,85,10000,28-Dec-2017,06-Dec-2016,97.8,11000,28-Dec-2017,,,,,,,,,,,,,06-Dec-2016,249.6,9000,29-Jun-2017,06-Dec-2016,69.2,10000,29-Jun-2017,06-Dec-2016,15.15,11000,29-Jun-2017,09-Dec-2016,51.85,9000,30-Mar-2017,09-Dec-2016,20.5,10000,30-Mar-2017,23-Mar-2017,0.45,11000,30-Mar-2017
07-Dec-2016,314.1,9000,28-Dec-2017,07-Dec-2016,85,10000,28-Dec-2017,07-Dec-2016,84.65,11000,28-Dec-2017,,,,,,,,,,,,,07-Dec-2016,224.8,9000,29-Jun-2017,07-Dec-2016,58.35,10000,29-Jun-2017,07-Dec-2016,11.75,11000,29-Jun-2017,12-Dec-2016,39.8,9000,30-Mar-2017,12-Dec-2016,15.1,10000,30-Mar-2017,24-Mar-2017,0.4,11000,30-Mar-2017
08-Dec-2016,361.3,9000,28-Dec-2017,08-Dec-2016,97,10000,28-Dec-2017,08-Dec-2016,30,11000,28-Dec-2017,,,,,,,,,,,,,08-Dec-2016,306.3,9000,29-Jun-2017,08-Dec-2016,94.95,10000,29-Jun-2017,08-Dec-2016,23.8,11000,29-Jun-2017,13-Dec-2016,42.7,9000,30-Mar-2017,13-Dec-2016,5.25,10000,30-Mar-2017,27-Mar-2017,0.4,11000,30-Mar-2017
09-Dec-2016,369.4,9000,28-Dec-2017,09-Dec-2016,90.35,10000,28-Dec-2017,09-Dec-2016,119.3,11000,28-Dec-2017,,,,,,,,,,,,,09-Dec-2016,296.6,9000,29-Jun-2017,09-Dec-2016,87.7,10000,29-Jun-2017,09-Dec-2016,20.6,11000,29-Jun-2017,14-Dec-2016,37.7,9000,30-Mar-2017,14-Dec-2016,11.6,10000,30-Mar-2017,28-Mar-2017,0.35,11000,30-Mar-2017
12-Dec-2016,330.9,9000,28-Dec-2017,12-Dec-2016,90,10000,28-Dec-2017,12-Dec-2016,106.55,11000,28-Dec-2017,,,,,,,,,,,,,12-Dec-2016,137,9000,29-Jun-2017,12-Dec-2016,74.05,10000,29-Jun-2017,12-Dec-2016,16.65,11000,29-Jun-2017,15-Dec-2016,35.6,9000,30-Mar-2017,15-Dec-2016,7.5,10000,30-Mar-2017,,,,
13-Dec-2016,347.8,9000,28-Dec-2017,13-Dec-2016,92,10000,28-Dec-2017,13-Dec-2016,105.8,11000,28-Dec-2017,,,,,,,,,,,,,13-Dec-2016,130,9000,29-Jun-2017,13-Dec-2016,75.15,10000,29-Jun-2017,13-Dec-2016,16.4,11000,29-Jun-2017,16-Dec-2016,30.7,9000,30-Mar-2017,16-Dec-2016,4.5,10000,30-Mar-2017,,,,
14-Dec-2016,332.6,9000,28-Dec-2017,14-Dec-2016,85.05,10000,28-Dec-2017,14-Dec-2016,91.5,11000,28-Dec-2017,,,,,,,,,,,,,14-Dec-2016,126.05,9000,29-Jun-2017,14-Dec-2016,63.45,10000,29-Jun-2017,14-Dec-2016,12.75,11000,29-Jun-2017,19-Dec-2016,28.1,9000,30-Mar-2017,19-Dec-2016,5,10000,30-Mar-2017,,,,
15-Dec-2016,319,9000,28-Dec-2017,15-Dec-2016,85.25,10000,28-Dec-2017,15-Dec-2016,79.35,11000,28-Dec-2017,,,,,,,,,,,,,15-Dec-2016,221.3,9000,29-Jun-2017,15-Dec-2016,53.8,10000,29-Jun-2017,15-Dec-2016,9.85,11000,29-Jun-2017,20-Dec-2016,24.4,9000,30-Mar-2017,20-Dec-2016,3.2,10000,30-Mar-2017,,,,
16-Dec-2016,307,9000,28-Dec-2017,16-Dec-2016,85,10000,28-Dec-2017,16-Dec-2016,68.85,11000,28-Dec-2017,,,,,,,,,,,,,16-Dec-2016,111.45,9000,29-Jun-2017,16-Dec-2016,46,10000,29-Jun-2017,16-Dec-2016,7.65,11000,29-Jun-2017,21-Dec-2016,22.2,9000,30-Mar-2017,21-Dec-2016,4,10000,30-Mar-2017,,,,
19-Dec-2016,290.3,9000,28-Dec-2017,19-Dec-2016,84,10000,28-Dec-2017,19-Dec-2016,29.95,11000,28-Dec-2017,,,,,,,,,,,,,19-Dec-2016,106,9000,29-Jun-2017,19-Dec-2016,37.1,10000,29-Jun-2017,19-Dec-2016,5.5,11000,29-Jun-2017,22-Dec-2016,17.25,9000,30-Mar-2017,22-Dec-2016,4,10000,30-Mar-2017,,,,
20-Dec-2016,281.75,9000,28-Dec-2017,20-Dec-2016,85.75,10000,28-Dec-2017,20-Dec-2016,28.7,11000,28-Dec-2017,,,,,,,,,,,,,20-Dec-2016,95,9000,29-Jun-2017,20-Dec-2016,30.8,10000,29-Jun-2017,20-Dec-2016,4.05,11000,29-Jun-2017,23-Dec-2016,17.1,9000,30-Mar-2017,23-Dec-2016,1.25,10000,30-Mar-2017,,,,
21-Dec-2016,278,9000,28-Dec-2017,21-Dec-2016,82.45,10000,28-Dec-2017,21-Dec-2016,41.9,11000,28-Dec-2017,,,,,,,,,,,,,21-Dec-2016,96.8,9000,29-Jun-2017,21-Dec-2016,25.4,10000,29-Jun-2017,21-Dec-2016,3,11000,29-Jun-2017,26-Dec-2016,16.05,9000,30-Mar-2017,26-Dec-2016,0.8,10000,30-Mar-2017,,,,
22-Dec-2016,255.05,9000,28-Dec-2017,22-Dec-2016,75.05,10000,28-Dec-2017,22-Dec-2016,28.75,11000,28-Dec-2017,,,,,,,,,,,,,22-Dec-2016,82,9000,29-Jun-2017,22-Dec-2016,21.65,10000,29-Jun-2017,22-Dec-2016,2.5,11000,29-Jun-2017,27-Dec-2016,16.2,9000,30-Mar-2017,27-Dec-2016,3.8,10000,30-Mar-2017,,,,
23-Dec-2016,248.05,9000,28-Dec-2017,23-Dec-2016,69.95,10000,28-Dec-2017,23-Dec-2016,28,11000,28-Dec-2017,,,,,,,,,,,,,23-Dec-2016,79,9000,29-Jun-2017,23-Dec-2016,18.6,10000,29-Jun-2017,23-Dec-2016,1.9,11000,29-Jun-2017,28-Dec-2016,15.8,9000,30-Mar-2017,28-Dec-2016,3.5,10000,30-Mar-2017,,,,
