Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price
30-May-2016,28-Dec-2017,9000,705.1,30-May-2016,28-Dec-2017,10000,1243.9,30-May-2016,28-Dec-2017,11000,1914.2,01-Dec-2016,28-Sep-2017,9000,778.85,01-Dec-2016,28-Sep-2017,10000,1473.9,01-Dec-2016,28-Sep-2017,11000,2310.25,30-May-2016,29-Jun-2017,9000,730.6,30-May-2016,29-Jun-2017,10000,1354.2,30-May-2016,29-Jun-2017,11000,2120.35,02-Jun-2016,30-Mar-2017,9000,675,02-Jun-2016,30-Mar-2017,10000,1358.4,15-Sep-2016,30-Mar-2017,11000,1870.95
31-May-2016,28-Dec-2017,9000,690.6,31-May-2016,28-Dec-2017,10000,1233.25,31-May-2016,28-Dec-2017,11000,1910.1,02-Dec-2016,28-Sep-2017,9000,851.2,02-Dec-2016,28-Sep-2017,10000,1566.8,02-Dec-2016,28-Sep-2017,11000,2413.75,31-May-2016,29-Jun-2017,9000,720.9,31-May-2016,29-Jun-2017,10000,1351.4,31-May-2016,29-Jun-2017,11000,2125.9,03-Jun-2016,30-Mar-2017,9000,658.2,03-Jun-2016,30-Mar-2017,10000,1346.05,16-Sep-2016,30-Mar-2017,11000,1835.2
01-Jun-2016,28-Dec-2017,9000,662.95,01-Jun-2016,28-Dec-2017,10000,1203.8,01-Jun-2016,28-Dec-2017,11000,1882.8,05-Dec-2016,28-Sep-2017,9000,814.8,05-Dec-2016,28-Sep-2017,10000,1527.45,05-Dec-2016,28-Sep-2017,11000,2375.7,01-Jun-2016,29-Jun-2017,9000,694.75,01-Jun-2016,29-Jun-2017,10000,1325,01-Jun-2016,29-Jun-2017,11000,2102.95,06-Jun-2016,30-Mar-2017,9000,655.65,06-Jun-2016,30-Mar-2017,10000,1354.55,19-Sep-2016,30-Mar-2017,11000,1810.6
02-Jun-2016,28-Dec-2017,9000,629,02-Jun-2016,28-Dec-2017,10000,1162.65,02-Jun-2016,28-Dec-2017,11000,1838.65,06-Dec-2016,28-Sep-2017,9000,788.4,06-Dec-2016,28-Sep-2017,10000,1502.2,06-Dec-2016,28-Sep-2017,11000,2354.15,02-Jun-2016,29-Jun-2017,9000,660.6,02-Jun-2016,29-Jun-2017,10000,1284.55,02-Jun-2016,29-Jun-2017,11000,2061.05,07-Jun-2016,30-Mar-2017,9000,618.4,07-Jun-2016,30-Mar-2017,10000,1303.4,20-Sep-2016,30-Mar-2017,11000,1842.25
03-Jun-2016,28-Dec-2017,9000,606.7,03-Jun-2016,28-Dec-2017,10000,1140.7,03-Jun-2016,28-Dec-2017,11000,1821.05,07-Dec-2016,28-Sep-2017,9000,800.7,07-Dec-2016,28-Sep-2017,10000,1527.45,07-Dec-2016,28-Sep-2017,11000,2389,03-Jun-2016,29-Jun-2017,9000,641.55,03-Jun-2016,29-Jun-2017,10000,1268.4,03-Jun-2016,29-Jun-2017,11000,2050.75,08-Jun-2016,30-Mar-2017,9000,601.1,08-Jun-2016,30-Mar-2017,10000,1289.85,21-Sep-2016,30-Mar-2017,11000,1842.25
06-Jun-2016,28-Dec-2017,9000,715,06-Jun-2016,28-Dec-2017,10000,1135.95,06-Jun-2016,28-Dec-2017,11000,1824.8,08-Dec-2016,28-Sep-2017,9000,749.5,08-Dec-2016,28-Sep-2017,10000,1433.8,08-Dec-2016,28-Sep-2017,11000,2263.85,06-Jun-2016,29-Jun-2017,9000,635.75,06-Jun-2016,29-Jun-2017,10000,1271.65,06-Jun-2016,29-Jun-2017,11000,2063.9,09-Jun-2016,30-Mar-2017,9000,640.35,09-Jun-2016,30-Mar-2017,10000,1347.55,22-Sep-2016,30-Mar-2017,11000,1759.25
07-Jun-2016,28-Dec-2017,9000,567.75,07-Jun-2016,28-Dec-2017,10000,1095.75,07-Jun-2016,28-Dec-2017,11000,1776.4,09-Dec-2016,28-Sep-2017,9000,724.75,09-Dec-2016,28-Sep-2017,10000,1410.4,09-Dec-2016,28-Sep-2017,11000,2244.85,07-Jun-2016,29-Jun-2017,9000,602.05,07-Jun-2016,29-Jun-2017,10000,1224.7,07-Jun-2016,29-Jun-2017,11000,2009.4,10-Jun-2016,30-Mar-2017,9000,649.7,10-Jun-2016,30-Mar-2017,10000,1369.85,23-Sep-2016,30-Mar-2017,11000,1793.8
08-Jun-2016,28-Dec-2017,9000,546.5,08-Jun-2016,28-Dec-2017,10000,1074.5,08-Jun-2016,28-Dec-2017,11000,1759.45,12-Dec-2016,28-Sep-2017,9000,779.55,12-Dec-2016,28-Sep-2017,10000,1486.2,12-Dec-2016,28-Sep-2017,11000,2333,08-Jun-2016,29-Jun-2017,9000,583.05,08-Jun-2016,29-Jun-2017,10000,1208.05,08-Jun-2016,29-Jun-2017,11000,1998.4,13-Jun-2016,30-Mar-2017,9000,683.65,13-Jun-2016,30-Mar-2017,10000,1422.05,26-Sep-2016,30-Mar-2017,11000,1906.9
09-Jun-2016,28-Dec-2017,9000,576.1,09-Jun-2016,28-Dec-2017,10000,1119.3,09-Jun-2016,28-Dec-2017,11000,1816.4,13-Dec-2016,28-Sep-2017,9000,742.5,13-Dec-2016,28-Sep-2017,10000,1442.3,13-Dec-2016,28-Sep-2017,11000,2287.5,09-Jun-2016,29-Jun-2017,9000,618.3,09-Jun-2016,29-Jun-2017,10000,1260.85,09-Jun-2016,29-Jun-2017,11000,2062.4,14-Jun-2016,30-Mar-2017,9000,669.8,14-Jun-2016,30-Mar-2017,10000,1413.6,27-Sep-2016,30-Mar-2017,11000,1923.4
10-Jun-2016,28-Dec-2017,9000,576.5,10-Jun-2016,28-Dec-2017,10000,1128.25,10-Jun-2016,28-Dec-2017,11000,1835,14-Dec-2016,28-Sep-2017,9000,753.55,14-Dec-2016,28-Sep-2017,10000,1466.8,14-Dec-2016,28-Sep-2017,11000,2322.35,10-Jun-2016,29-Jun-2017,9000,623.95,10-Jun-2016,29-Jun-2017,10000,1277.65,10-Jun-2016,29-Jun-2017,11000,2089.45,15-Jun-2016,30-Mar-2017,9000,627.85,15-Jun-2016,30-Mar-2017,10000,1341.8,28-Sep-2016,30-Mar-2017,11000,1888.6
13-Jun-2016,28-Dec-2017,9000,600.15,13-Jun-2016,28-Dec-2017,10000,1166.5,13-Jun-2016,28-Dec-2017,11000,1885.6,15-Dec-2016,28-Sep-2017,9000,756.45,15-Dec-2016,28-Sep-2017,10000,1480.65,15-Dec-2016,28-Sep-2017,11000,2344.9,13-Jun-2016,29-Jun-2017,9000,653.65,13-Jun-2016,29-Jun-2017,10000,1324.55,13-Jun-2016,29-Jun-2017,11000,2147.8,16-Jun-2016,30-Mar-2017,9000,666.95,16-Jun-2016,30-Mar-2017,10000,1398.8,29-Sep-2016,30-Mar-2017,11000,2047.8
14-Jun-2016,28-Dec-2017,9000,579.25,14-Jun-2016,28-Dec-2017,10000,1146.15,14-Jun-2016,28-Dec-2017,11000,1869.4,16-Dec-2016,28-Sep-2017,9000,750.15,16-Dec-2016,28-Sep-2017,10000,1483,16-Dec-2016,28-Sep-2017,11000,2354.8,14-Jun-2016,29-Jun-2017,9000,636.85,14-Jun-2016,29-Jun-2017,10000,1311.45,14-Jun-2016,29-Jun-2017,11000,2140.1,17-Jun-2016,30-Mar-2017,9000,638.3,17-Jun-2016,30-Mar-2017,10000,1367.25,30-Sep-2016,30-Mar-2017,11000,2029.05
15-Jun-2016,28-Dec-2017,9000,558.95,15-Jun-2016,28-Dec-2017,10000,1103.5,15-Jun-2016,28-Dec-2017,11000,1805.5,19-Dec-2016,28-Sep-2017,9000,760.2,19-Dec-2016,28-Sep-2017,10000,1506.95,19-Dec-2016,28-Sep-2017,11000,2388.4,15-Jun-2016,29-Jun-2017,9000,603.9,15-Jun-2016,29-Jun-2017,10000,1250.75,15-Jun-2016,29-Jun-2017,11000,2059.4,20-Jun-2016,30-Mar-2017,9000,600.85,20-Jun-2016,30-Mar-2017,10000,1314.7,03-Oct-2016,30-Mar-2017,11000,1917.5
16-Jun-2016,28-Dec-2017,9000,588.15,16-Jun-2016,28-Dec-2017,10000,1147.95,16-Jun-2016,28-Dec-2017,11000,1861.85,20-Dec-2016,28-Sep-2017,9000,760.95,20-Dec-2016,28-Sep-2017,10000,1518,20-Dec-2016,28-Sep-2017,11000,2406.8,16-Jun-2016,29-Jun-2017,9000,638.9,16-Jun-2016,29-Jun-2017,10000,1302.95,16-Jun-2016,29-Jun-2017,11000,2122.2,21-Jun-2016,30-Mar-2017,9000,599.6,21-Jun-2016,30-Mar-2017,10000,1323.7,04-Oct-2016,30-Mar-2017,11000,1888.2
17-Jun-2016,28-Dec-2017,9000,559.1,17-Jun-2016,28-Dec-2017,10000,1113.3,17-Jun-2016,28-Dec-2017,11000,1826.25,21-Dec-2016,28-Sep-2017,9000,762.15,21-Dec-2016,28-Sep-2017,10000,1529.45,21-Dec-2016,28-Sep-2017,11000,2425.1,17-Jun-2016,29-Jun-2017,9000,610.05,17-Jun-2016,29-Jun-2017,10000,1270.1,17-Jun-2016,29-Jun-2017,11000,2089.95,22-Jun-2016,30-Mar-2017,9000,600.1,22-Jun-2016,30-Mar-2017,10000,1335.4,05-Oct-2016,30-Mar-2017,11000,1919.35
20-Jun-2016,28-Dec-2017,9000,532.6,20-Jun-2016,28-Dec-2017,10000,1073.6,20-Jun-2016,28-Dec-2017,11000,1777,22-Dec-2016,28-Sep-2017,9000,821.65,22-Dec-2016,28-Sep-2017,10000,1604.95,22-Dec-2016,28-Sep-2017,11000,2506.5,20-Jun-2016,29-Jun-2017,9000,577.05,20-Jun-2016,29-Jun-2017,10000,1222.3,20-Jun-2016,29-Jun-2017,11000,2034.05,23-Jun-2016,30-Mar-2017,9000,564.25,23-Jun-2016,30-Mar-2017,10000,1282.2,06-Oct-2016,30-Mar-2017,11000,1953.7
21-Jun-2016,28-Dec-2017,9000,523.6,21-Jun-2016,28-Dec-2017,10000,1070,21-Jun-2016,28-Dec-2017,11000,1781.45,23-Dec-2016,28-Sep-2017,9000,805.15,23-Dec-2016,28-Sep-2017,10000,1593.4,23-Dec-2016,28-Sep-2017,11000,2499.3,21-Jun-2016,29-Jun-2017,9000,572.6,21-Jun-2016,29-Jun-2017,10000,1226.45,21-Jun-2016,29-Jun-2017,11000,2046.75,24-Jun-2016,30-Mar-2017,9000,754.8,24-Jun-2016,30-Mar-2017,10000,1488.8,07-Oct-2016,30-Mar-2017,11000,1966.45
22-Jun-2016,28-Dec-2017,9000,517.75,22-Jun-2016,28-Dec-2017,10000,1071.6,22-Jun-2016,28-Dec-2017,11000,1792.8,26-Dec-2016,28-Sep-2017,9000,863.25,26-Dec-2016,28-Sep-2017,10000,1667.7,26-Dec-2016,28-Sep-2017,11000,2579.75,22-Jun-2016,29-Jun-2017,9000,570.4,22-Jun-2016,29-Jun-2017,10000,1234.25,22-Jun-2016,29-Jun-2017,11000,2063.95,27-Jun-2016,30-Mar-2017,9000,737.9,27-Jun-2016,30-Mar-2017,10000,1478.15,10-Oct-2016,30-Mar-2017,11000,1959.95
23-Jun-2016,28-Dec-2017,9000,493.5,23-Jun-2016,28-Dec-2017,10000,1033,23-Jun-2016,28-Dec-2017,11000,1743.4,27-Dec-2016,28-Sep-2017,9000,809.4,27-Dec-2016,28-Sep-2017,10000,1575.55,27-Dec-2016,28-Sep-2017,11000,2467.05,23-Jun-2016,29-Jun-2017,9000,539.3,23-Jun-2016,29-Jun-2017,10000,1186.55,23-Jun-2016,29-Jun-2017,11000,2006.9,28-Jun-2016,30-Mar-2017,9000,705.25,28-Jun-2016,30-Mar-2017,10000,1441.9,13-Oct-2016,30-Mar-2017,11000,2102.55
24-Jun-2016,28-Dec-2017,9000,691.65,24-Jun-2016,28-Dec-2017,10000,1263.7,24-Jun-2016,28-Dec-2017,11000,1975.05,28-Dec-2016,28-Sep-2017,9000,794.9,28-Dec-2016,28-Sep-2017,10000,1566.9,28-Dec-2016,28-Sep-2017,11000,2463.6,24-Jun-2016,29-Jun-2017,9000,733.25,24-Jun-2016,29-Jun-2017,10000,1402.85,24-Jun-2016,29-Jun-2017,11000,2215.6,29-Jun-2016,30-Mar-2017,9000,662.3,29-Jun-2016,30-Mar-2017,10000,1380.45,14-Oct-2016,30-Mar-2017,11000,2093.7
27-Jun-2016,28-Dec-2017,9000,669.35,27-Jun-2016,28-Dec-2017,10000,1243.3,27-Jun-2016,28-Dec-2017,11000,1960.25,29-Dec-2016,28-Sep-2017,9000,749.85,29-Dec-2016,28-Sep-2017,10000,1507.15,29-Dec-2016,28-Sep-2017,11000,2397.6,27-Jun-2016,29-Jun-2017,9000,714.1,27-Jun-2016,29-Jun-2017,10000,1388.35,27-Jun-2016,29-Jun-2017,11000,2207.85,30-Jun-2016,30-Mar-2017,9000,619.55,30-Jun-2016,30-Mar-2017,10000,1316,17-Oct-2016,30-Mar-2017,11000,2161.4
28-Jun-2016,28-Dec-2017,9000,635.75,28-Jun-2016,28-Dec-2017,10000,1203.35,28-Jun-2016,28-Dec-2017,11000,1918.45,30-Dec-2016,28-Sep-2017,9000,703.05,30-Dec-2016,28-Sep-2017,10000,1439.65,30-Dec-2016,28-Sep-2017,11000,2319.7,28-Jun-2016,29-Jun-2017,9000,681.05,28-Jun-2016,29-Jun-2017,10000,1350.55,28-Jun-2016,29-Jun-2017,11000,2169.95,01-Jul-2016,30-Mar-2017,9000,588.4,01-Jul-2016,30-Mar-2017,10000,1278.6,18-Oct-2016,30-Mar-2017,11000,2013.45
29-Jun-2016,28-Dec-2017,9000,605,29-Jun-2016,28-Dec-2017,10000,1157.1,29-Jun-2016,28-Dec-2017,11000,1859.85,02-Jan-2017,28-Sep-2017,9000,694.55,02-Jan-2017,28-Sep-2017,10000,1440.5,02-Jan-2017,28-Sep-2017,11000,2328.5,29-Jun-2016,29-Jun-2017,9000,643.15,29-Jun-2016,29-Jun-2017,10000,1294.9,29-Jun-2016,29-Jun-2017,11000,2103.2,04-Jul-2016,30-Mar-2017,9000,558.55,04-Jul-2016,30-Mar-2017,10000,1243.85,19-Oct-2016,30-Mar-2017,11000,2030.25
30-Jun-2016,28-Dec-2017,9000,576,30-Jun-2016,28-Dec-2017,10000,1111.05,30-Jun-2016,28-Dec-2017,11000,1799.3,03-Jan-2017,28-Sep-2017,9000,674.9,03-Jan-2017,28-Sep-2017,10000,1424.1,03-Jan-2017,28-Sep-2017,11000,2316.4,30-Jun-2016,29-Jun-2017,9000,606.1,30-Jun-2016,29-Jun-2017,10000,1237.85,30-Jun-2016,29-Jun-2017,11000,2032.15,05-Jul-2016,30-Mar-2017,9000,567.95,05-Jul-2016,30-Mar-2017,10000,1267.35,20-Oct-2016,30-Mar-2017,11000,1991.9
01-Jul-2016,28-Dec-2017,9000,546.95,01-Jul-2016,28-Dec-2017,10000,1075,01-Jul-2016,28-Dec-2017,11000,1760.75,04-Jan-2017,28-Sep-2017,9000,661.2,04-Jan-2017,28-Sep-2017,10000,1416,04-Jan-2017,28-Sep-2017,11000,2313.25,01-Jul-2016,29-Jun-2017,9000,575.8,01-Jul-2016,29-Jun-2017,10000,1200.9,01-Jul-2016,29-Jun-2017,11000,1993.9,07-Jul-2016,30-Mar-2017,9000,554.05,07-Jul-2016,30-Mar-2017,10000,1259.35,21-Oct-2016,30-Mar-2017,11000,1997.1
04-Jul-2016,28-Dec-2017,9000,597.75,04-Jul-2016,28-Dec-2017,10000,1042.75,04-Jul-2016,28-Dec-2017,11000,1727.4,05-Jan-2017,28-Sep-2017,9000,616.5,05-Jan-2017,28-Sep-2017,10000,1346.7,05-Jan-2017,28-Sep-2017,11000,2231.95,04-Jul-2016,29-Jun-2017,9000,547.3,04-Jul-2016,29-Jun-2017,10000,1166.95,04-Jul-2016,29-Jun-2017,11000,1960.1,08-Jul-2016,30-Mar-2017,9000,550.05,08-Jul-2016,30-Mar-2017,10000,1264.75,24-Oct-2016,30-Mar-2017,11000,1985
05-Jul-2016,28-Dec-2017,9000,521.7,05-Jul-2016,28-Dec-2017,10000,1053,05-Jul-2016,28-Dec-2017,11000,1748.3,06-Jan-2017,28-Sep-2017,9000,621.95,06-Jan-2017,28-Sep-2017,10000,1363.85,06-Jan-2017,28-Sep-2017,11000,2256.4,05-Jul-2016,29-Jun-2017,9000,553.3,05-Jul-2016,29-Jun-2017,10000,1185.25,05-Jul-2016,29-Jun-2017,11000,1989.35,11-Jul-2016,30-Mar-2017,9000,521.9,11-Jul-2016,30-Mar-2017,10000,1185.5,25-Oct-2016,30-Mar-2017,11000,2002.9
07-Jul-2016,28-Dec-2017,9000,670,07-Jul-2016,28-Dec-2017,10000,1180,07-Jul-2016,28-Dec-2017,11000,1736.5,09-Jan-2017,28-Sep-2017,9000,615.3,09-Jan-2017,28-Sep-2017,10000,1367.25,09-Jan-2017,28-Sep-2017,11000,2267.35,07-Jul-2016,29-Jun-2017,9000,537.35,07-Jul-2016,29-Jun-2017,10000,1173.2,07-Jul-2016,29-Jun-2017,11000,1984.5,12-Jul-2016,30-Mar-2017,9000,489.4,12-Jul-2016,30-Mar-2017,10000,1141.1,26-Oct-2016,30-Mar-2017,11000,2080.3
08-Jul-2016,28-Dec-2017,9000,680,08-Jul-2016,28-Dec-2017,10000,1028.8,08-Jul-2016,28-Dec-2017,11000,1737.25,10-Jan-2017,28-Sep-2017,9000,578.8,10-Jan-2017,28-Sep-2017,10000,1318.4,10-Jan-2017,28-Sep-2017,11000,2214.55,08-Jul-2016,29-Jun-2017,9000,530.35,08-Jul-2016,29-Jun-2017,10000,1173.75,08-Jul-2016,29-Jun-2017,11000,1993.4,13-Jul-2016,30-Mar-2017,9000,475.8,13-Jul-2016,30-Mar-2017,10000,1132.25,27-Oct-2016,30-Mar-2017,11000,2081.3
11-Jul-2016,28-Dec-2017,9000,615,11-Jul-2016,28-Dec-2017,10000,1010.1,11-Jul-2016,28-Dec-2017,11000,1681.55,11-Jan-2017,28-Sep-2017,9000,540.7,11-Jan-2017,28-Sep-2017,10000,1251.35,11-Jan-2017,28-Sep-2017,11000,2132.6,11-Jul-2016,29-Jun-2017,9000,518.35,11-Jul-2016,29-Jun-2017,10000,1118.55,11-Jul-2016,29-Jun-2017,11000,1898.35,14-Jul-2016,30-Mar-2017,9000,446.5,14-Jul-2016,30-Mar-2017,10000,1092.9,28-Oct-2016,30-Mar-2017,11000,2060.05
12-Jul-2016,28-Dec-2017,9000,590,12-Jul-2016,28-Dec-2017,10000,971.8,12-Jul-2016,28-Dec-2017,11000,1637.1,12-Jan-2017,28-Sep-2017,9000,515.3,12-Jan-2017,28-Sep-2017,10000,1222.9,12-Jan-2017,28-Sep-2017,11000,2105.65,12-Jul-2016,29-Jun-2017,9000,487.7,12-Jul-2016,29-Jun-2017,10000,1076.15,12-Jul-2016,29-Jun-2017,11000,1851.1,15-Jul-2016,30-Mar-2017,9000,446.1,15-Jul-2016,30-Mar-2017,10000,1103.35,30-Oct-2016,30-Mar-2017,11000,2075.5
13-Jul-2016,28-Dec-2017,9000,615,13-Jul-2016,28-Dec-2017,10000,953.1,13-Jul-2016,28-Dec-2017,11000,1623.15,13-Jan-2017,28-Sep-2017,9000,505.4,13-Jan-2017,28-Sep-2017,10000,1219.65,13-Jan-2017,28-Sep-2017,11000,2108.4,13-Jul-2016,29-Jun-2017,9000,472,13-Jul-2016,29-Jun-2017,10000,1063.7,13-Jul-2016,29-Jun-2017,11000,1844.9,18-Jul-2016,30-Mar-2017,9000,451.75,18-Jul-2016,30-Mar-2017,10000,1123.85,01-Nov-2016,30-Mar-2017,11000,2079.2
14-Jul-2016,28-Dec-2017,9000,600,14-Jul-2016,28-Dec-2017,10000,917.65,14-Jul-2016,28-Dec-2017,11000,1583.05,16-Jan-2017,28-Sep-2017,9000,487.35,16-Jan-2017,28-Sep-2017,10000,1205.25,16-Jan-2017,28-Sep-2017,11000,2099.3,14-Jul-2016,29-Jun-2017,9000,444,14-Jul-2016,29-Jun-2017,10000,1025.4,14-Jul-2016,29-Jun-2017,11000,1803.45,19-Jul-2016,30-Mar-2017,9000,429.7,19-Jul-2016,30-Mar-2017,10000,1099.65,02-Nov-2016,30-Mar-2017,11000,2193.6
15-Jul-2016,28-Dec-2017,9000,606.5,15-Jul-2016,28-Dec-2017,10000,915.4,15-Jul-2016,28-Dec-2017,11000,1589.15,17-Jan-2017,28-Sep-2017,9000,485.35,17-Jan-2017,28-Sep-2017,10000,1213.8,17-Jan-2017,28-Sep-2017,11000,2115,15-Jul-2016,29-Jun-2017,9000,440.7,15-Jul-2016,29-Jun-2017,10000,1031.1,15-Jul-2016,29-Jun-2017,11000,1818.55,20-Jul-2016,30-Mar-2017,9000,404,20-Jul-2016,30-Mar-2017,10000,1066.05,03-Nov-2016,30-Mar-2017,11000,2223.7
18-Jul-2016,28-Dec-2017,9000,583.85,18-Jul-2016,28-Dec-2017,10000,920.85,18-Jul-2016,28-Dec-2017,11000,1604.95,18-Jan-2017,28-Sep-2017,9000,464.7,18-Jan-2017,28-Sep-2017,10000,1192.45,18-Jan-2017,28-Sep-2017,11000,2096.1,18-Jul-2016,29-Jun-2017,9000,443.05,18-Jul-2016,29-Jun-2017,10000,1045.6,18-Jul-2016,29-Jun-2017,11000,1844.7,21-Jul-2016,30-Mar-2017,9000,429.9,21-Jul-2016,30-Mar-2017,10000,1111.85,04-Nov-2016,30-Mar-2017,11000,2276.1
19-Jul-2016,28-Dec-2017,9000,590,19-Jul-2016,28-Dec-2017,10000,891.6,19-Jul-2016,28-Dec-2017,11000,1575.9,19-Jan-2017,28-Sep-2017,9000,444.6,19-Jan-2017,28-Sep-2017,10000,1171.9,19-Jan-2017,28-Sep-2017,11000,2078.1,19-Jul-2016,29-Jun-2017,9000,420.2,19-Jul-2016,29-Jun-2017,10000,1019.3,19-Jul-2016,29-Jun-2017,11000,1820.5,22-Jul-2016,30-Mar-2017,9000,404.85,22-Jul-2016,30-Mar-2017,10000,1080.35,07-Nov-2016,30-Mar-2017,11000,2219.3
20-Jul-2016,28-Dec-2017,9000,565.85,20-Jul-2016,28-Dec-2017,10000,860.15,20-Jul-2016,28-Dec-2017,11000,1541.45,20-Jan-2017,28-Sep-2017,9000,508.2,20-Jan-2017,28-Sep-2017,10000,1256.65,20-Jan-2017,28-Sep-2017,11000,2167.05,20-Jul-2016,29-Jun-2017,9000,395.6,20-Jul-2016,29-Jun-2017,10000,986.4,20-Jul-2016,29-Jun-2017,11000,1786.05,25-Jul-2016,30-Mar-2017,9000,375.5,25-Jul-2016,30-Mar-2017,10000,1017.75,08-Nov-2016,30-Mar-2017,11000,2175.2
21-Jul-2016,28-Dec-2017,9000,600,21-Jul-2016,28-Dec-2017,10000,892.95,21-Jul-2016,28-Dec-2017,11000,1587.1,23-Jan-2017,28-Sep-2017,9000,479.85,23-Jan-2017,28-Sep-2017,10000,1221.1,23-Jan-2017,28-Sep-2017,11000,2131.2,21-Jul-2016,29-Jun-2017,9000,418.1,21-Jul-2016,29-Jun-2017,10000,1027.15,21-Jul-2016,29-Jun-2017,11000,1838.75,26-Jul-2016,30-Mar-2017,9000,391.2,26-Jul-2016,30-Mar-2017,10000,1051.6,09-Nov-2016,30-Mar-2017,11000,2288.85
22-Jul-2016,28-Dec-2017,9000,580,22-Jul-2016,28-Dec-2017,10000,860.35,22-Jul-2016,28-Dec-2017,11000,1551.9,24-Jan-2017,28-Sep-2017,9000,445.6,24-Jan-2017,28-Sep-2017,10000,1156.15,24-Jan-2017,28-Sep-2017,11000,2052.5,22-Jul-2016,29-Jun-2017,9000,393.4,22-Jul-2016,29-Jun-2017,10000,995.1,22-Jul-2016,29-Jun-2017,11000,1805.9,27-Jul-2016,30-Mar-2017,9000,369.55,27-Jul-2016,30-Mar-2017,10000,1025.5,10-Nov-2016,30-Mar-2017,11000,2199.2
25-Jul-2016,28-Dec-2017,9000,531.75,25-Jul-2016,28-Dec-2017,10000,827.45,25-Jul-2016,28-Dec-2017,11000,1496.1,25-Jan-2017,28-Sep-2017,9000,418.2,25-Jan-2017,28-Sep-2017,10000,1076.3,25-Jan-2017,28-Sep-2017,11000,1939.4,25-Jul-2016,29-Jun-2017,9000,371.55,25-Jul-2016,29-Jun-2017,10000,944.1,25-Jul-2016,29-Jun-2017,11000,1732.45,28-Jul-2016,30-Mar-2017,9000,342.95,28-Jul-2016,30-Mar-2017,10000,983.85,11-Nov-2016,30-Mar-2017,11000,2436.2
26-Jul-2016,28-Dec-2017,9000,543.5,26-Jul-2016,28-Dec-2017,10000,1010,26-Jul-2016,28-Dec-2017,11000,1529.3,27-Jan-2017,28-Sep-2017,9000,391.05,27-Jan-2017,28-Sep-2017,10000,1040.4,27-Jan-2017,28-Sep-2017,11000,1902.55,26-Jul-2016,29-Jun-2017,9000,384.15,26-Jul-2016,29-Jun-2017,10000,972.7,26-Jul-2016,29-Jun-2017,11000,1773.55,29-Jul-2016,30-Mar-2017,9000,346.55,29-Jul-2016,30-Mar-2017,10000,1000.75,15-Nov-2016,30-Mar-2017,11000,2635.85
27-Jul-2016,28-Dec-2017,9000,545,27-Jul-2016,28-Dec-2017,10000,1019.9,27-Jul-2016,28-Dec-2017,11000,1500.3,30-Jan-2017,28-Sep-2017,9000,383.5,30-Jan-2017,28-Sep-2017,10000,1042.1,30-Jan-2017,28-Sep-2017,11000,1913.65,27-Jul-2016,29-Jun-2017,9000,362.5,27-Jul-2016,29-Jun-2017,10000,945.6,27-Jul-2016,29-Jun-2017,11000,1747.4,01-Aug-2016,30-Mar-2017,9000,336.5,01-Aug-2016,30-Mar-2017,10000,997.95,16-Nov-2016,30-Mar-2017,11000,2636.2
