Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price
26-Dec-2016,28-Dec-2017,9000,877.25,26-Dec-2016,28-Dec-2017,10000,1652,26-Dec-2016,28-Dec-2017,11000,2500,,,,,,,,,,,,,26-Dec-2016,29-Jun-2017,9000,906.9,26-Dec-2016,29-Jun-2017,10000,1786.2,26-Dec-2016,29-Jun-2017,11000,2760.2,29-Dec-2016,30-Mar-2017,9000,810,29-Dec-2016,30-Mar-2017,10000,1739.3,,,,
27-Dec-2016,28-Dec-2017,9000,812.45,27-Dec-2016,28-Dec-2017,10000,1536.1,27-Dec-2016,28-Dec-2017,11000,2493.6,,,,,,,,,,,,,27-Dec-2016,29-Jun-2017,9000,833.75,27-Dec-2016,29-Jun-2017,10000,1677.35,27-Dec-2016,29-Jun-2017,11000,2620.25,30-Dec-2016,30-Mar-2017,9000,744.2,30-Dec-2016,30-Mar-2017,10000,1716,,,,
28-Dec-2016,28-Dec-2017,9000,809,28-Dec-2016,28-Dec-2017,10000,1545.7,28-Dec-2016,28-Dec-2017,11000,2324.15,,,,,,,,,,,,,28-Dec-2016,29-Jun-2017,9000,822.9,28-Dec-2016,29-Jun-2017,10000,1672.9,28-Dec-2016,29-Jun-2017,11000,2641,02-Jan-2017,30-Mar-2017,9000,738.55,02-Jan-2017,30-Mar-2017,10000,1710,,,,
29-Dec-2016,28-Dec-2017,9000,765.05,29-Dec-2016,28-Dec-2017,10000,1517.5,29-Dec-2016,28-Dec-2017,11000,2394.15,,,,,,,,,,,,,29-Dec-2016,29-Jun-2017,9000,772.25,29-Dec-2016,29-Jun-2017,10000,1609.05,29-Dec-2016,29-Jun-2017,11000,2629.6,03-Jan-2017,30-Mar-2017,9000,732,03-Jan-2017,30-Mar-2017,10000,1700,,,,
30-Dec-2016,28-Dec-2017,9000,720,30-Dec-2016,28-Dec-2017,10000,1433.65,30-Dec-2016,28-Dec-2017,11000,2344.9,,,,,,,,,,,,,30-Dec-2016,29-Jun-2017,9000,717.2,30-Dec-2016,29-Jun-2017,10000,1534.65,30-Dec-2016,29-Jun-2017,11000,2471.3,04-Jan-2017,30-Mar-2017,9000,745,04-Jan-2017,30-Mar-2017,10000,1660.85,,,,
02-Jan-2017,28-Dec-2017,9000,716,02-Jan-2017,28-Dec-2017,10000,1445,02-Jan-2017,28-Dec-2017,11000,2191.4,,,,,,,,,,,,,02-Jan-2017,29-Jun-2017,9000,712.55,02-Jan-2017,29-Jun-2017,10000,1540.65,02-Jan-2017,29-Jun-2017,11000,2583.8,05-Jan-2017,30-Mar-2017,9000,676,05-Jan-2017,30-Mar-2017,10000,1578.85,,,,
03-Jan-2017,28-Dec-2017,9000,720,03-Jan-2017,28-Dec-2017,10000,1444,03-Jan-2017,28-Dec-2017,11000,2327.05,,,,,,,,,,,,,03-Jan-2017,29-Jun-2017,9000,694.95,03-Jan-2017,29-Jun-2017,10000,1527.15,03-Jan-2017,29-Jun-2017,11000,2556.2,06-Jan-2017,30-Mar-2017,9000,675,06-Jan-2017,30-Mar-2017,10000,1602,,,,
04-Jan-2017,28-Dec-2017,9000,727.05,04-Jan-2017,28-Dec-2017,10000,1440,04-Jan-2017,28-Dec-2017,11000,2351,,,,,,,,,,,,,04-Jan-2017,29-Jun-2017,9000,685.4,04-Jan-2017,29-Jun-2017,10000,1524.35,04-Jan-2017,29-Jun-2017,11000,2574.4,09-Jan-2017,30-Mar-2017,9000,677.35,09-Jan-2017,30-Mar-2017,10000,1655,,,,
05-Jan-2017,28-Dec-2017,9000,672,05-Jan-2017,28-Dec-2017,10000,1370,05-Jan-2017,28-Dec-2017,11000,2276.05,,,,,,,,,,,,,05-Jan-2017,29-Jun-2017,9000,632.1,05-Jan-2017,29-Jun-2017,10000,1447.7,05-Jan-2017,29-Jun-2017,11000,2510.4,10-Jan-2017,30-Mar-2017,9000,631.6,10-Jan-2017,30-Mar-2017,10000,1630.6,,,,
06-Jan-2017,28-Dec-2017,9000,681,06-Jan-2017,28-Dec-2017,10000,1380,06-Jan-2017,28-Dec-2017,11000,2277.35,,,,,,,,,,,,,06-Jan-2017,29-Jun-2017,9000,643.35,06-Jan-2017,29-Jun-2017,10000,1471.55,06-Jan-2017,29-Jun-2017,11000,2417.8,11-Jan-2017,30-Mar-2017,9000,570,11-Jan-2017,30-Mar-2017,10000,1530,,,,
09-Jan-2017,28-Dec-2017,9000,696,09-Jan-2017,28-Dec-2017,10000,1388,09-Jan-2017,28-Dec-2017,11000,2119.15,,,,,,,,,,,,,09-Jan-2017,29-Jun-2017,9000,640.7,09-Jan-2017,29-Jun-2017,10000,1480.05,09-Jan-2017,29-Jun-2017,11000,2431.1,12-Jan-2017,30-Mar-2017,9000,565,12-Jan-2017,30-Mar-2017,10000,1515.85,,,,
10-Jan-2017,28-Dec-2017,9000,674,10-Jan-2017,28-Dec-2017,10000,1351,10-Jan-2017,28-Dec-2017,11000,2066.5,,,,,,,,,,,,,10-Jan-2017,29-Jun-2017,9000,600.8,10-Jan-2017,29-Jun-2017,10000,1429.4,10-Jan-2017,29-Jun-2017,11000,2378.65,13-Jan-2017,30-Mar-2017,9000,566,13-Jan-2017,30-Mar-2017,10000,1494.3,,,,
11-Jan-2017,28-Dec-2017,9000,610.75,11-Jan-2017,28-Dec-2017,10000,1274.15,11-Jan-2017,28-Dec-2017,11000,2167.8,,,,,,,,,,,,,11-Jan-2017,29-Jun-2017,9000,551.05,11-Jan-2017,29-Jun-2017,10000,1350.5,11-Jan-2017,29-Jun-2017,11000,2291.3,16-Jan-2017,30-Mar-2017,9000,541.9,16-Jan-2017,30-Mar-2017,10000,1491.45,,,,
12-Jan-2017,28-Dec-2017,9000,596.7,12-Jan-2017,28-Dec-2017,10000,1260,12-Jan-2017,28-Dec-2017,11000,1963.4,,,,,,,,,,,,,12-Jan-2017,29-Jun-2017,9000,525.95,12-Jan-2017,29-Jun-2017,10000,1323.65,12-Jan-2017,29-Jun-2017,11000,2265.8,17-Jan-2017,30-Mar-2017,9000,570,17-Jan-2017,30-Mar-2017,10000,1511,,,,
13-Jan-2017,28-Dec-2017,9000,589.8,13-Jan-2017,28-Dec-2017,10000,1240,13-Jan-2017,28-Dec-2017,11000,1961.9,,,,,,,,,,,,,13-Jan-2017,29-Jun-2017,9000,519.95,13-Jan-2017,29-Jun-2017,10000,1325.9,13-Jan-2017,29-Jun-2017,11000,2360,18-Jan-2017,30-Mar-2017,9000,562.8,18-Jan-2017,30-Mar-2017,10000,1500,,,,
16-Jan-2017,28-Dec-2017,9000,587.15,16-Jan-2017,28-Dec-2017,10000,1226.95,16-Jan-2017,28-Dec-2017,11000,2120,,,,,,,,,,,,,16-Jan-2017,29-Jun-2017,9000,503.6,16-Jan-2017,29-Jun-2017,10000,1315.15,16-Jan-2017,29-Jun-2017,11000,2264.8,19-Jan-2017,30-Mar-2017,9000,540.4,19-Jan-2017,30-Mar-2017,10000,1481.05,,,,
17-Jan-2017,28-Dec-2017,9000,597,17-Jan-2017,28-Dec-2017,10000,1255,17-Jan-2017,28-Dec-2017,11000,1962.95,,,,,,,,,,,,,17-Jan-2017,29-Jun-2017,9000,505.55,17-Jan-2017,29-Jun-2017,10000,1328.45,17-Jan-2017,29-Jun-2017,11000,2282.05,20-Jan-2017,30-Mar-2017,9000,595,20-Jan-2017,30-Mar-2017,10000,1558.15,,,,
18-Jan-2017,28-Dec-2017,9000,580.35,18-Jan-2017,28-Dec-2017,10000,1234,18-Jan-2017,28-Dec-2017,11000,1942.2,,,,,,,,,,,,,18-Jan-2017,29-Jun-2017,9000,485.65,18-Jan-2017,29-Jun-2017,10000,1309.2,18-Jan-2017,29-Jun-2017,11000,2264.35,23-Jan-2017,30-Mar-2017,9000,550,23-Jan-2017,30-Mar-2017,10000,1515.65,,,,
19-Jan-2017,28-Dec-2017,9000,568.2,19-Jan-2017,28-Dec-2017,10000,1234.9,19-Jan-2017,28-Dec-2017,11000,2110,,,,,,,,,,,,,19-Jan-2017,29-Jun-2017,9000,466.45,19-Jan-2017,29-Jun-2017,10000,1290.9,19-Jan-2017,29-Jun-2017,11000,2325,24-Jan-2017,30-Mar-2017,9000,484.65,24-Jan-2017,30-Mar-2017,10000,1431.75,,,,
20-Jan-2017,28-Dec-2017,9000,616,20-Jan-2017,28-Dec-2017,10000,1302,20-Jan-2017,28-Dec-2017,11000,2185.9,,,,,,,,,,,,,20-Jan-2017,29-Jun-2017,9000,534.75,20-Jan-2017,29-Jun-2017,10000,1377.65,20-Jan-2017,29-Jun-2017,11000,2416.55,25-Jan-2017,30-Mar-2017,9000,397.35,25-Jan-2017,30-Mar-2017,10000,1324.7,,,,
23-Jan-2017,28-Dec-2017,9000,587,23-Jan-2017,28-Dec-2017,10000,1266,23-Jan-2017,28-Dec-2017,11000,2175,,,,,,,,,,,,,23-Jan-2017,29-Jun-2017,9000,503.6,23-Jan-2017,29-Jun-2017,10000,1341.25,23-Jan-2017,29-Jun-2017,11000,2393.9,27-Jan-2017,30-Mar-2017,9000,358.8,27-Jan-2017,30-Mar-2017,10000,1280,,,,
24-Jan-2017,28-Dec-2017,9000,540,24-Jan-2017,28-Dec-2017,10000,1194.35,24-Jan-2017,28-Dec-2017,11000,1902.7,,,,,,,,,,,,,24-Jan-2017,29-Jun-2017,9000,458.2,24-Jan-2017,29-Jun-2017,10000,1265.8,24-Jan-2017,29-Jun-2017,11000,2320.65,30-Jan-2017,30-Mar-2017,9000,370.5,30-Jan-2017,30-Mar-2017,10000,1280,,,,
25-Jan-2017,28-Dec-2017,9000,497.75,25-Jan-2017,28-Dec-2017,10000,1091.8,25-Jan-2017,28-Dec-2017,11000,1959.75,,,,,,,,,,,,,25-Jan-2017,29-Jun-2017,9000,412.15,25-Jan-2017,29-Jun-2017,10000,1162.2,25-Jan-2017,29-Jun-2017,11000,2066.75,31-Jan-2017,30-Mar-2017,9000,424.1,31-Jan-2017,30-Mar-2017,10000,1354.65,,,,
27-Jan-2017,28-Dec-2017,9000,465.15,27-Jan-2017,28-Dec-2017,10000,1070.4,27-Jan-2017,28-Dec-2017,11000,1909.95,,,,,,,,,,,,,27-Jan-2017,29-Jun-2017,9000,383.85,27-Jan-2017,29-Jun-2017,10000,1126.25,27-Jan-2017,29-Jun-2017,11000,2159.5,01-Feb-2017,30-Mar-2017,9000,295.1,01-Feb-2017,30-Mar-2017,10000,1214.75,,,,
30-Jan-2017,28-Dec-2017,9000,475.95,30-Jan-2017,28-Dec-2017,10000,1071.65,30-Jan-2017,28-Dec-2017,11000,1773.8,,,,,,,,,,,,,30-Jan-2017,29-Jun-2017,9000,379,30-Jan-2017,29-Jun-2017,10000,1133.6,30-Jan-2017,29-Jun-2017,11000,2160.9,02-Feb-2017,30-Mar-2017,9000,288.3,02-Feb-2017,30-Mar-2017,10000,1205.1,,,,
31-Jan-2017,28-Dec-2017,9000,514.95,31-Jan-2017,28-Dec-2017,10000,1131,31-Jan-2017,28-Dec-2017,11000,1840.6,,,,,,,,,,,,,31-Jan-2017,29-Jun-2017,9000,421.4,31-Jan-2017,29-Jun-2017,10000,1200.25,31-Jan-2017,29-Jun-2017,11000,2207.2,03-Feb-2017,30-Mar-2017,9000,282.6,03-Feb-2017,30-Mar-2017,10000,1198.15,,,,
01-Feb-2017,28-Dec-2017,9000,443,01-Feb-2017,28-Dec-2017,10000,1000,01-Feb-2017,28-Dec-2017,11000,1840,,,,,,,,,,,,,01-Feb-2017,29-Jun-2017,9000,380.75,01-Feb-2017,29-Jun-2017,10000,1087,01-Feb-2017,29-Jun-2017,11000,2091,06-Feb-2017,30-Mar-2017,9000,240,06-Feb-2017,30-Mar-2017,10000,1137.3,,,,
02-Feb-2017,28-Dec-2017,9000,437.35,02-Feb-2017,28-Dec-2017,10000,1001.95,02-Feb-2017,28-Dec-2017,11000,1717.2,,,,,,,,,,,,,02-Feb-2017,29-Jun-2017,9000,322,02-Feb-2017,29-Jun-2017,10000,1066.7,02-Feb-2017,29-Jun-2017,11000,2057.55,07-Feb-2017,30-Mar-2017,9000,260.1,07-Feb-2017,30-Mar-2017,10000,1165.3,,,,
03-Feb-2017,28-Dec-2017,9000,429.7,03-Feb-2017,28-Dec-2017,10000,990,03-Feb-2017,28-Dec-2017,11000,1705.6,,,,,,,,,,,,,03-Feb-2017,29-Jun-2017,9000,334,03-Feb-2017,29-Jun-2017,10000,1056.5,03-Feb-2017,29-Jun-2017,11000,2065,08-Feb-2017,30-Mar-2017,9000,250.1,08-Feb-2017,30-Mar-2017,10000,1145.15,,,,
06-Feb-2017,28-Dec-2017,9000,400.05,06-Feb-2017,28-Dec-2017,10000,949.7,06-Feb-2017,28-Dec-2017,11000,1655.4,,,,,,,,,,,,,06-Feb-2017,29-Jun-2017,9000,300,06-Feb-2017,29-Jun-2017,10000,1006.4,06-Feb-2017,29-Jun-2017,11000,1978.4,09-Feb-2017,30-Mar-2017,9000,245,09-Feb-2017,30-Mar-2017,10000,1153,,,,
07-Feb-2017,28-Dec-2017,9000,408.15,07-Feb-2017,28-Dec-2017,10000,969.7,07-Feb-2017,28-Dec-2017,11000,1822,,,,,,,,,,,,,07-Feb-2017,29-Jun-2017,9000,323.35,07-Feb-2017,29-Jun-2017,10000,1032.3,07-Feb-2017,29-Jun-2017,11000,2017.65,10-Feb-2017,30-Mar-2017,9000,234.1,10-Feb-2017,30-Mar-2017,10000,1140.1,,,,
08-Feb-2017,28-Dec-2017,9000,399.55,08-Feb-2017,28-Dec-2017,10000,975.75,08-Feb-2017,28-Dec-2017,11000,1676.2,,,,,,,,,,,,,08-Feb-2017,29-Jun-2017,9000,313.3,08-Feb-2017,29-Jun-2017,10000,1027.9,08-Feb-2017,29-Jun-2017,11000,2050.95,13-Feb-2017,30-Mar-2017,9000,229.9,13-Feb-2017,30-Mar-2017,10000,1133.6,,,,
09-Feb-2017,28-Dec-2017,9000,399.7,09-Feb-2017,28-Dec-2017,10000,967.25,09-Feb-2017,28-Dec-2017,11000,1658.25,,,,,,,,,,,,,09-Feb-2017,29-Jun-2017,9000,298.3,09-Feb-2017,29-Jun-2017,10000,1014.25,09-Feb-2017,29-Jun-2017,11000,2030.6,14-Feb-2017,30-Mar-2017,9000,227.5,14-Feb-2017,30-Mar-2017,10000,1143.5,,,,
10-Feb-2017,28-Dec-2017,9000,389.8,10-Feb-2017,28-Dec-2017,10000,950,10-Feb-2017,28-Dec-2017,11000,1638.3,,,,,,,,,,,,,10-Feb-2017,29-Jun-2017,9000,281.8,10-Feb-2017,29-Jun-2017,10000,997,10-Feb-2017,29-Jun-2017,11000,2025.3,15-Feb-2017,30-Mar-2017,9000,276.85,15-Feb-2017,30-Mar-2017,10000,1207.15,,,,
13-Feb-2017,28-Dec-2017,9000,385.75,13-Feb-2017,28-Dec-2017,10000,950,13-Feb-2017,28-Dec-2017,11000,1626.55,,,,,,,,,,,,,13-Feb-2017,29-Jun-2017,9000,290.1,13-Feb-2017,29-Jun-2017,10000,986.15,13-Feb-2017,29-Jun-2017,11000,2016.55,16-Feb-2017,30-Mar-2017,9000,239.3,16-Feb-2017,30-Mar-2017,10000,1162.5,,,,
14-Feb-2017,28-Dec-2017,9000,383.35,14-Feb-2017,28-Dec-2017,10000,952,14-Feb-2017,28-Dec-2017,11000,1634.4,,,,,,,,,,,,,14-Feb-2017,29-Jun-2017,9000,296,14-Feb-2017,29-Jun-2017,10000,995.2,14-Feb-2017,29-Jun-2017,11000,2020.55,17-Feb-2017,30-Mar-2017,9000,213.5,17-Feb-2017,30-Mar-2017,10000,1128.6,,,,
15-Feb-2017,28-Dec-2017,9000,416.55,15-Feb-2017,28-Dec-2017,10000,997,15-Feb-2017,28-Dec-2017,11000,1700.25,,,,,,,,,,,,,15-Feb-2017,29-Jun-2017,9000,326,15-Feb-2017,29-Jun-2017,10000,1059.6,15-Feb-2017,29-Jun-2017,11000,2079.9,20-Feb-2017,30-Mar-2017,9000,182.95,20-Feb-2017,30-Mar-2017,10000,1084.7,,,,
16-Feb-2017,28-Dec-2017,9000,397.9,16-Feb-2017,28-Dec-2017,10000,973,16-Feb-2017,28-Dec-2017,11000,1652.15,,,,,,,,,,,,,16-Feb-2017,29-Jun-2017,9000,313.4,16-Feb-2017,29-Jun-2017,10000,1011.55,16-Feb-2017,29-Jun-2017,11000,2042.25,21-Feb-2017,30-Mar-2017,9000,161.8,21-Feb-2017,30-Mar-2017,10000,1042.45,,,,
17-Feb-2017,28-Dec-2017,9000,387,17-Feb-2017,28-Dec-2017,10000,947.95,17-Feb-2017,28-Dec-2017,11000,1612.4,,,,,,,,,,,,,17-Feb-2017,29-Jun-2017,9000,290,17-Feb-2017,29-Jun-2017,10000,971.95,17-Feb-2017,29-Jun-2017,11000,2004.5,22-Feb-2017,30-Mar-2017,9000,158.3,22-Feb-2017,30-Mar-2017,10000,1033,,,,
20-Feb-2017,28-Dec-2017,9000,371.45,20-Feb-2017,28-Dec-2017,10000,904.45,20-Feb-2017,28-Dec-2017,11000,1566.1,,,,,,,,,,,,,20-Feb-2017,29-Jun-2017,9000,267.6,20-Feb-2017,29-Jun-2017,10000,924.25,20-Feb-2017,29-Jun-2017,11000,1957.85,23-Feb-2017,30-Mar-2017,9000,153,23-Feb-2017,30-Mar-2017,10000,1031.2,,,,
21-Feb-2017,28-Dec-2017,9000,354.85,21-Feb-2017,28-Dec-2017,10000,881.9,21-Feb-2017,28-Dec-2017,11000,1537.6,,,,,,,,,,,,,21-Feb-2017,29-Jun-2017,9000,252.5,21-Feb-2017,29-Jun-2017,10000,897,21-Feb-2017,29-Jun-2017,11000,1910,27-Feb-2017,30-Mar-2017,9000,171.45,27-Feb-2017,30-Mar-2017,10000,1071.55,,,,
22-Feb-2017,28-Dec-2017,9000,345.35,22-Feb-2017,28-Dec-2017,10000,873.6,22-Feb-2017,28-Dec-2017,11000,1725.7,,,,,,,,,,,,,22-Feb-2017,29-Jun-2017,9000,246.3,22-Feb-2017,29-Jun-2017,10000,878.2,22-Feb-2017,29-Jun-2017,11000,1848.4,28-Feb-2017,30-Mar-2017,9000,175.25,28-Feb-2017,30-Mar-2017,10000,1076.7,,,,
23-Feb-2017,28-Dec-2017,9000,340.55,23-Feb-2017,28-Dec-2017,10000,850,23-Feb-2017,28-Dec-2017,11000,1503.5,,,,,,,,,,,,,23-Feb-2017,29-Jun-2017,9000,240,23-Feb-2017,29-Jun-2017,10000,864.75,23-Feb-2017,29-Jun-2017,11000,1909.5,01-Mar-2017,30-Mar-2017,9000,136.7,01-Mar-2017,30-Mar-2017,10000,1009.95,,,,
27-Feb-2017,28-Dec-2017,9000,347.85,27-Feb-2017,28-Dec-2017,10000,886.5,27-Feb-2017,28-Dec-2017,11000,1681.5,,,,,,,,,,,,,27-Feb-2017,29-Jun-2017,9000,253,27-Feb-2017,29-Jun-2017,10000,908.1,27-Feb-2017,29-Jun-2017,11000,1948.7,02-Mar-2017,30-Mar-2017,9000,162.05,02-Mar-2017,30-Mar-2017,10000,1067.7,,,,
28-Feb-2017,28-Dec-2017,9000,350.5,28-Feb-2017,28-Dec-2017,10000,891,28-Feb-2017,28-Dec-2017,11000,1700,,,,,,,,,,,,,28-Feb-2017,29-Jun-2017,9000,256.7,28-Feb-2017,29-Jun-2017,10000,922.95,28-Feb-2017,29-Jun-2017,11000,1960,03-Mar-2017,30-Mar-2017,9000,157.9,03-Mar-2017,30-Mar-2017,10000,1064.55,,,,
01-Mar-2017,28-Dec-2017,9000,332.6,01-Mar-2017,28-Dec-2017,10000,830.1,01-Mar-2017,28-Dec-2017,11000,1675,,,,,,,,,,,,,01-Mar-2017,29-Jun-2017,9000,229.5,01-Mar-2017,29-Jun-2017,10000,864.85,01-Mar-2017,29-Jun-2017,11000,1925,06-Mar-2017,30-Mar-2017,9000,126.5,06-Mar-2017,30-Mar-2017,10000,1008.55,,,,
02-Mar-2017,28-Dec-2017,9000,352,02-Mar-2017,28-Dec-2017,10000,892.6,02-Mar-2017,28-Dec-2017,11000,1710,,,,,,,,,,,,,02-Mar-2017,29-Jun-2017,9000,263.2,02-Mar-2017,29-Jun-2017,10000,907.1,02-Mar-2017,29-Jun-2017,11000,1845.7,07-Mar-2017,30-Mar-2017,9000,131.55,07-Mar-2017,30-Mar-2017,10000,1013.65,,,,
03-Mar-2017,28-Dec-2017,9000,346.55,03-Mar-2017,28-Dec-2017,10000,894.4,03-Mar-2017,28-Dec-2017,11000,1732.45,,,,,,,,,,,,,03-Mar-2017,29-Jun-2017,9000,260,03-Mar-2017,29-Jun-2017,10000,908.2,03-Mar-2017,29-Jun-2017,11000,1975,08-Mar-2017,30-Mar-2017,9000,144.6,08-Mar-2017,30-Mar-2017,10000,1034.85,,,,
06-Mar-2017,28-Dec-2017,9000,327.9,06-Mar-2017,28-Dec-2017,10000,847.8,06-Mar-2017,28-Dec-2017,11000,1679.15,,,,,,,,,,,,,06-Mar-2017,29-Jun-2017,9000,240,06-Mar-2017,29-Jun-2017,10000,852.95,06-Mar-2017,29-Jun-2017,11000,1890,09-Mar-2017,30-Mar-2017,9000,143.25,09-Mar-2017,30-Mar-2017,10000,1033.5,,,,
07-Mar-2017,28-Dec-2017,9000,329.05,07-Mar-2017,28-Dec-2017,10000,852.35,07-Mar-2017,28-Dec-2017,11000,1680,,,,,,,,,,,,,07-Mar-2017,29-Jun-2017,9000,233.75,07-Mar-2017,29-Jun-2017,10000,867.85,07-Mar-2017,29-Jun-2017,11000,1902,10-Mar-2017,30-Mar-2017,9000,135.8,10-Mar-2017,30-Mar-2017,10000,1024.05,,,,
08-Mar-2017,28-Dec-2017,9000,332.15,08-Mar-2017,28-Dec-2017,10000,876.5,08-Mar-2017,28-Dec-2017,11000,1697.65,,,,,,,,,,,,,08-Mar-2017,29-Jun-2017,9000,252.45,08-Mar-2017,29-Jun-2017,10000,888.95,08-Mar-2017,29-Jun-2017,11000,1925,14-Mar-2017,30-Mar-2017,9000,45.35,14-Mar-2017,30-Mar-2017,10000,884.55,,,,
09-Mar-2017,28-Dec-2017,9000,329.3,09-Mar-2017,28-Dec-2017,10000,870,09-Mar-2017,28-Dec-2017,11000,1690,,,,,,,,,,,,,09-Mar-2017,29-Jun-2017,9000,153,09-Mar-2017,29-Jun-2017,10000,886.6,09-Mar-2017,29-Jun-2017,11000,1925,15-Mar-2017,30-Mar-2017,9000,41.8,15-Mar-2017,30-Mar-2017,10000,877.2,,,,
10-Mar-2017,28-Dec-2017,9000,328.4,10-Mar-2017,28-Dec-2017,10000,855.5,10-Mar-2017,28-Dec-2017,11000,1520.2,,,,,,,,,,,,,10-Mar-2017,29-Jun-2017,9000,245,10-Mar-2017,29-Jun-2017,10000,879.3,10-Mar-2017,29-Jun-2017,11000,1903.3,16-Mar-2017,30-Mar-2017,9000,21.95,16-Mar-2017,30-Mar-2017,10000,816.95,,,,
14-Mar-2017,28-Dec-2017,9000,275.05,14-Mar-2017,28-Dec-2017,10000,750,14-Mar-2017,28-Dec-2017,11000,1510.1,,,,,,,,,,,,,14-Mar-2017,29-Jun-2017,9000,182.1,14-Mar-2017,29-Jun-2017,10000,765.25,14-Mar-2017,29-Jun-2017,11000,1766.35,17-Mar-2017,30-Mar-2017,9000,21.2,17-Mar-2017,30-Mar-2017,10000,818.05,,,,
15-Mar-2017,28-Dec-2017,9000,274.9,15-Mar-2017,28-Dec-2017,10000,748,15-Mar-2017,28-Dec-2017,11000,1412.05,,,,,,,,,,,,,15-Mar-2017,29-Jun-2017,9000,184,15-Mar-2017,29-Jun-2017,10000,763.85,15-Mar-2017,29-Jun-2017,11000,1776.95,20-Mar-2017,30-Mar-2017,9000,19.1,20-Mar-2017,30-Mar-2017,10000,838.8,,,,
16-Mar-2017,28-Dec-2017,9000,251.15,16-Mar-2017,28-Dec-2017,10000,702.05,16-Mar-2017,28-Dec-2017,11000,1354.7,,,,,,,,,,,,,16-Mar-2017,29-Jun-2017,9000,160.95,16-Mar-2017,29-Jun-2017,10000,707.05,16-Mar-2017,29-Jun-2017,11000,1701.7,21-Mar-2017,30-Mar-2017,9000,17.8,21-Mar-2017,30-Mar-2017,10000,850.75,,,,
17-Mar-2017,28-Dec-2017,9000,251.9,17-Mar-2017,28-Dec-2017,10000,691.7,17-Mar-2017,28-Dec-2017,11000,1343.8,,,,,,,,,,,,,17-Mar-2017,29-Jun-2017,9000,151.85,17-Mar-2017,29-Jun-2017,10000,698.05,17-Mar-2017,29-Jun-2017,11000,1715.75,22-Mar-2017,30-Mar-2017,9000,40.25,22-Mar-2017,30-Mar-2017,10000,940.35,,,,
20-Mar-2017,28-Dec-2017,9000,251.45,20-Mar-2017,28-Dec-2017,10000,700.75,20-Mar-2017,28-Dec-2017,11000,1470.95,,,,,,,,,,,,,20-Mar-2017,29-Jun-2017,9000,150.25,20-Mar-2017,29-Jun-2017,10000,726.9,20-Mar-2017,29-Jun-2017,11000,1734.65,23-Mar-2017,30-Mar-2017,9000,17.9,23-Mar-2017,30-Mar-2017,10000,883.95,,,,
21-Mar-2017,28-Dec-2017,9000,259.85,21-Mar-2017,28-Dec-2017,10000,721.2,21-Mar-2017,28-Dec-2017,11000,1500.1,,,,,,,,,,,,,21-Mar-2017,29-Jun-2017,9000,148.5,21-Mar-2017,29-Jun-2017,10000,728.2,21-Mar-2017,29-Jun-2017,11000,1746.5,24-Mar-2017,30-Mar-2017,9000,13.5,24-Mar-2017,30-Mar-2017,10000,870.8,,,,
22-Mar-2017,28-Dec-2017,9000,286.5,22-Mar-2017,28-Dec-2017,10000,781.75,22-Mar-2017,28-Dec-2017,11000,1570,,,,,,,,,,,,,22-Mar-2017,29-Jun-2017,9000,174.45,22-Mar-2017,29-Jun-2017,10000,815.85,22-Mar-2017,29-Jun-2017,11000,1830.7,27-Mar-2017,30-Mar-2017,9000,19.4,27-Mar-2017,30-Mar-2017,10000,925.55,,,,
23-Mar-2017,28-Dec-2017,9000,273.4,23-Mar-2017,28-Dec-2017,10000,741.3,23-Mar-2017,28-Dec-2017,11000,1557.45,,,,,,,,,,,,,23-Mar-2017,29-Jun-2017,9000,153.6,23-Mar-2017,29-Jun-2017,10000,766.65,23-Mar-2017,29-Jun-2017,11000,1776.7,28-Mar-2017,30-Mar-2017,9000,7.15,28-Mar-2017,30-Mar-2017,10000,883.75,,,,
24-Mar-2017,28-Dec-2017,9000,276.15,24-Mar-2017,28-Dec-2017,10000,748.45,24-Mar-2017,28-Dec-2017,11000,1518.6,,,,,,,,,,,,,24-Mar-2017,29-Jun-2017,9000,160.3,24-Mar-2017,29-Jun-2017,10000,745.85,24-Mar-2017,29-Jun-2017,11000,1760.95,,,,,,,,,,,,
27-Mar-2017,28-Dec-2017,9000,290.3,27-Mar-2017,28-Dec-2017,10000,780.85,27-Mar-2017,28-Dec-2017,11000,1594.7,,,,,,,,,,,,,27-Mar-2017,29-Jun-2017,9000,172.85,27-Mar-2017,29-Jun-2017,10000,807.4,27-Mar-2017,29-Jun-2017,11000,1811.6,,,,,,,,,,,,
28-Mar-2017,28-Dec-2017,9000,279.65,28-Mar-2017,28-Dec-2017,10000,759.75,28-Mar-2017,28-Dec-2017,11000,1543.05,,,,,,,,,,,,,28-Mar-2017,29-Jun-2017,9000,153.4,28-Mar-2017,29-Jun-2017,10000,758.1,28-Mar-2017,29-Jun-2017,11000,1769.25,,,,,,,,,,,,
